,Unnamed: 0,Time,Tweet,User,Location,Retweets,Likes,sentiment
249,49,2022-11-23 17:12:02+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",DianeEugenio,"Florida, USA",173,0,1
250,50,2022-11-23 17:05:36+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",PingreestanME,NC ➡️ Maine ,26,0,0
251,51,2022-11-23 17:05:16+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",KINGTRUMPUSLIAR,RIDEN WITH🌍BIDEN/KAMALA🐱,173,0,1
252,52,2022-11-23 16:55:20+00:00,"RT @_FoggyDew: #BlockchainEight donations from FTX 

Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R -NC), Darren So…",jross252,,4,0,0
253,53,2022-11-23 16:53:41+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",KRZ2068,"Ojai, CA",173,0,1
254,54,2022-11-23 16:51:10+00:00,"RT @_FoggyDew: #BlockchainEight donations from FTX 

Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R -NC), Darren So…",88Lucien88,Blue Earth,4,0,0
255,55,2022-11-23 16:50:52+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",NeedhiBhalla,,173,0,1
256,56,2022-11-23 16:50:40+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Izandra,Gabrielino-Tongva land,173,0,1
257,57,2022-11-23 16:49:54+00:00,"#BlockchainEight donations from FTX 

Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R -NC), Darren Soto (D-FL), Josh Gottheimer (D-NJ), &amp; Ritchie Torres (D-NY). 

Coinbase has also contributed to members of the Blockchain Eight.https://t.co/J2k0m9Qgb0",_FoggyDew,"California, USA",4,3,1
258,58,2022-11-23 16:47:32+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",ItsCarlosSoto,San Antonio/Corpus Christi,26,0,0
259,59,2022-11-23 16:44:12+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",therealpatkane,"Ohio, USA",68,0,0
260,60,2022-11-23 16:39:48+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",kristiwelshies,,173,0,1
261,61,2022-11-23 16:37:55+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",BostonSister,Boston-ish,173,0,1
262,62,2022-11-23 16:36:02+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",woc4bernie3,,68,0,0
263,63,2022-11-23 16:34:56+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",BukiWilliams,NYC. via London,173,0,1
264,64,2022-11-23 16:27:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",karen_elder,"New Mexico, USA",173,0,1
265,65,2022-11-23 16:25:24+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",jeffemera,"New York, NY",173,0,1
266,66,2022-11-23 16:21:44+00:00,People tryin to act like that’s Ted Budd when it’s OBVIOUSLY Wiley Nickel https://t.co/ovfGj0POef,PingreestanME,NC ➡️ Maine ,1,8,1
267,67,2022-11-23 16:18:45+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",NCPolitics2020,The good roads state,26,0,0
268,68,2022-11-23 16:12:55+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",TechmemeChatter,"San Francisco, CA",68,0,0
269,69,2022-11-23 16:12:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",TechmemeChatter,"San Francisco, CA",173,0,1
270,70,2022-11-23 15:49:49+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",ntorok4,"McKeesport, PA",26,0,0
271,71,2022-11-23 15:49:44+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",DrewSav,"Fayetteville, NC",26,0,0
272,72,2022-11-23 15:49:09+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",OregonMapGuy,"Carbondale, IL",26,0,0
273,73,2022-11-23 15:40:53+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",chrishulan,"Ottawa, Ontario, Canada",173,0,1
274,74,2022-11-23 15:39:58+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",nsamuellnorman,,173,0,1
275,75,2022-11-23 15:39:49+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",evenbev,Minnesota,173,0,1
276,76,2022-11-23 15:27:44+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",starmediaguy,Rocky Mountains. ,173,0,1
277,77,2022-11-23 15:27:36+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",adriaeln,,26,0,0
278,78,2022-11-23 15:26:00+00:00,"@ddayen @nickconfessore @TheProspect Is this Ted Budd NC? No first reference.

Budd received half a million dollars in support from a Super PAC created by FTX co-CEO Ryan Salame.",colleen_cgcharm,"North Carolina, USA",0,0,1
279,79,2022-11-23 15:24:53+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",suppertime,"Somewhere, probably. ",68,0,0
280,80,2022-11-23 15:24:05+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",awoaca,"St Louis, MO",173,0,1
281,81,2022-11-23 15:23:44+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",misusamaad,Jungleland,68,0,0
282,82,2022-11-23 15:23:35+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",max____headroom,Space,173,0,1
283,83,2022-11-23 15:22:53+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",TommieStephsYO,"Chicago, IL",173,0,1
284,84,2022-11-23 15:22:50+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",KYEducator2018,KY,173,0,1
285,85,2022-11-23 15:21:52+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",harpersnotes,"Mount Redoubt, Alaska USA",173,0,1
286,86,2022-11-23 15:19:30+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",SilverTWhite44,,26,0,0
287,87,2022-11-23 15:19:27+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",NamelessGhoulTX,Behind you,173,0,1
288,88,2022-11-23 15:18:47+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",schwanderer,Left of Center,173,0,1
289,89,2022-11-23 15:18:05+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",tencor_7144,"New Jersey, CD-06, LD-18",26,0,0
290,90,2022-11-23 15:17:43+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",ry3564,"London, England",173,0,1
291,91,2022-11-23 15:17:32+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",deathnoteb,"Las Vegas, Nevada",173,0,1
292,92,2022-11-23 15:16:49+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",hypertonic_,"Karachi, Pakistan",173,0,1
293,93,2022-11-23 15:15:39+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Yedois,North Carolina,173,0,1
294,94,2022-11-23 15:15:34+00:00,"RT @underoak: #ncpol 

Rep. Ted Budd is named as one of the eight.

Note that Sen. Tillis also wrote a letter protecting crypto from regula…",Yedois,North Carolina,5,0,0
295,95,2022-11-23 15:12:53+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Timeo_Danaos,@timeo_danaos@mastodon.online,173,0,1
296,96,2022-11-23 15:12:19+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",UniteCarolina,"Boone, North Carolina",26,0,0
297,97,2022-11-23 15:12:02+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",saletan,"Washington, DC",173,0,1
298,98,2022-11-23 15:11:04+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",InvariantPersp1,,173,0,1
299,99,2022-11-23 15:09:37+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",minter01,"Charlotte, NC",173,0,1
300,0,2022-11-23 23:42:03+00:00,"@PamKeithFL I'm not even going to get started on NC. NC had a prime opportunity to elect someone with decency and intelligence. But no, what did NC do? Voted for this clown Ted Budd. That's whack is crap.",barrywwhite77,"Charlotte, NC",0,0,0
301,1,2022-11-23 23:30:42+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",JoshIsWoke1,Rigging Elections @ DNC HQ,26,0,0
302,2,2022-11-23 23:30:39+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",AyrtonSci,,26,0,0
303,3,2022-11-23 22:09:20+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",JJManring,"Minneapolis, MN",173,0,1
304,4,2022-11-23 21:50:05+00:00,"RT @CheriBeasleyNC: Today, Congressman Ted Budd is campaigning with Rick Scott – and he supports his plan to sunset Social Security and Med…",BoBo10322,"South Carolina, USA",1907,0,1
305,5,2022-11-23 21:42:12+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",julepandme,"Wichita, KS",173,0,1
306,6,2022-11-23 21:33:37+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",kokoswatching,,173,0,1
307,7,2022-11-23 21:22:15+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",rhoyou,Melbourne Australia,173,0,1
308,8,2022-11-23 21:10:46+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Kimsadem,"Tucson, AZ",173,0,1
309,9,2022-11-23 21:03:27+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",CapitalistFool,,173,0,1
310,10,2022-11-23 20:57:47+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",_LOVEINVAIN,,173,0,1
311,11,2022-11-23 20:35:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",CurveWhiplash,"Eureka, CA",173,0,1
312,12,2022-11-23 20:20:00+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",cowboy_texan321,Republic of Texas,26,0,0
313,13,2022-11-23 20:16:00+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Eilonwy24,Oregon,173,0,1
314,14,2022-11-23 19:58:32+00:00,David Sacks held a high-dollar fundraising event for Ted Budd in September with old PayPal Mafia buddy Keith Rabois &amp; his husband Jacob Helberg: https://t.co/CfZqjHmRUT https://t.co/BhV4XUncQq,jessecrall,Los Angeles,0,2,1
315,15,2022-11-23 19:52:42+00:00,"In 2028, come his re-election, Ted Budd is gonna be out for that Ted Bludd",SunBeltPolitics,John McCain's Hairline,0,19,0
316,16,2022-11-23 19:51:33+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",rebels2008,"Texas and Washington, D.C.",26,0,0
317,17,2022-11-23 19:47:52+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",JackSimermeyer,MN/WA/OR,26,0,0
318,18,2022-11-23 19:40:59+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",redG2pen,WA-02,26,0,0
319,19,2022-11-23 19:36:44+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",unclemuley,"Kansas, USA",173,0,1
320,20,2022-11-23 19:27:44+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",MassJumbo,"Massachusetts, USA",26,0,0
321,21,2022-11-23 19:23:17+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",rdthorsett,,173,0,1
322,22,2022-11-23 19:21:08+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",dollymad1812,America the Beautiful,173,0,1
323,23,2022-11-23 19:08:26+00:00,@ddayen How was this not pressed against Ted Budd's Senate candidacy this year? Did the Dems just do zero oppo research in NC?,srsjeff,California,0,2,0
324,24,2022-11-23 18:55:49+00:00,"Republicans need fewer candidates like Don Bolduc, Herschel Walker, and Mehmet Oz and more candidates like Ted Budd, Pat Toomey, and Brian Kemp.",DeclanMHurley,"North Carolina, USA",0,7,0
325,25,2022-11-23 18:47:00+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",etoileluna77,,173,0,1
326,26,2022-11-23 18:44:46+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",chortles81,,68,0,0
327,27,2022-11-23 18:41:29+00:00,"RT @underoak: #ncpol 

Rep. Ted Budd is named as one of the eight.

Note that Sen. Tillis also wrote a letter protecting crypto from regula…",tenej_jen,US,5,0,0
328,28,2022-11-23 18:28:26+00:00,"""Rep. Ted Budd (R-NC) ... received half a million dollars in support from a Super PAC created by FTX co-CEO Ryan Salame.""

Good job, #NC peeps - you put another *stellar* Senator in DC to represent us (as long as he get his share).  &lt;sigh-&amp;-eyeroll&gt;
https://t.co/AKmUwNKdED",Castle_Labs,"North Carolina, USA",0,1,0
329,29,2022-11-23 18:27:16+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",colinenpraxis,Long Beach / Oakland ,173,0,1
330,30,2022-11-23 18:27:01+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",bret_hitch,,173,0,1
331,31,2022-11-23 18:25:39+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",lucyaw,"Bay Area, California",173,0,1
332,32,2022-11-23 18:22:44+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",JustinD,Formerly NYC // Currently PGH,173,0,1
333,33,2022-11-23 18:21:54+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Agent_Snark,"Michigan, USA",173,0,1
334,34,2022-11-23 18:21:00+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",SHERRIMAMA,USA,173,0,1
335,35,2022-11-23 18:14:15+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",dog_envier,Bay Area Special Economic Zone,173,0,1
336,36,2022-11-23 18:11:14+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",TheProspect,"Washington, D.C.",173,0,1
337,37,2022-11-23 18:05:29+00:00,"Echoes of Keating Five. 
Crytpo Eight are Reps. Emmer (R-MN), Donalds (R-FL), Auchincloss (D-MA), Davidson (R-OH), Ted Budd (R-NC), Soto (D-FL), Gottheimer (D-NJ), and Torres (D-NY). 
(Ted Budd was just elected to U.S. Senate, ooops.) https://t.co/P5aVPu2HAS",ProfJAParker,,0,1,0
338,38,2022-11-23 18:02:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",mattman1624,Bay Area,173,0,1
339,39,2022-11-23 17:50:20+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Jadelia,"Maine, USA",173,0,1
340,40,2022-11-23 17:47:13+00:00,@RudyHavenstein Ted Budd is super slimy too.,forexlliott,"Was Florida, USA",0,0,0
341,41,2022-11-23 17:47:12+00:00,"RT @RudyHavenstein: ""Some of the “Blockchain 8”...benefited from crypto largesse. Five of the eight members received campaign donations fro…",VictorTheClean3,,8,0,0
342,42,2022-11-23 17:46:21+00:00,"""Some of the “Blockchain 8”...benefited from crypto largesse. Five of the eight members received campaign donations from FTX employees...Rep. Ted Budd (R-NC)...received half a million dollars in support from a Super PAC created by FTX co-CEO Ryan Salame.""

https://t.co/ZSLGoZubPc https://t.co/hxJaAVOrZb",RudyHavenstein,Behind the boathouse,8,22,0
343,43,2022-11-23 17:34:53+00:00,"Bi-partisanship: Reps. Tom Emmer (MN), Warren Davidson (OH), Byron Donalds (FL), and Ted Budd (NC) for the Republicans; Reps. Josh Gottheimer (NJ), Jake Auchincloss (MA), Ritchie Torres (NY), and Darren Soto (FL) for the Democrats.
https://t.co/djic0HeKay",kcvearner,21st Century,0,0,0
344,44,2022-11-23 17:33:05+00:00,"RT @underoak: #ncpol 

Rep. Ted Budd is named as one of the eight.

Note that Sen. Tillis also wrote a letter protecting crypto from regula…",JamesBazan,"Charlotte, NC",5,0,0
345,45,2022-11-23 17:27:56+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",C_Heldenstein,Luxembourg,173,0,1
346,46,2022-11-23 17:27:53+00:00,"Thomas Emmer (R-MN)
Byron Donalds (R-FL)
Warren Davidson (R-OH) 
Ted Budd (R-NC) 
Jake Auchincloss (D-MA) 
Darren Soto (D-FL), 
Josh Gottheimer (D-NJ)
Ritchie Torres (D-NY)

Burn them down. https://t.co/PpUgqBgffR",danablankenhorn,"Atlanta, Georgia",0,0,0
347,47,2022-11-23 17:19:23+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",BFSCR,Houston,173,0,1
348,48,2022-11-23 17:14:28+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",mathvink,SoCal,173,0,1
349,49,2022-11-23 17:12:02+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",DianeEugenio,"Florida, USA",173,0,1
350,50,2022-11-23 17:05:36+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",PingreestanME,NC ➡️ Maine ,26,0,0
351,51,2022-11-23 17:05:16+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",KINGTRUMPUSLIAR,RIDEN WITH🌍BIDEN/KAMALA🐱,173,0,1
352,52,2022-11-23 16:55:20+00:00,"RT @_FoggyDew: #BlockchainEight donations from FTX 

Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R -NC), Darren So…",jross252,,4,0,0
353,53,2022-11-23 16:53:41+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",KRZ2068,"Ojai, CA",173,0,1
354,54,2022-11-23 16:51:10+00:00,"RT @_FoggyDew: #BlockchainEight donations from FTX 

Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R -NC), Darren So…",88Lucien88,Blue Earth,4,0,0
355,55,2022-11-23 16:50:52+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",NeedhiBhalla,,173,0,1
356,56,2022-11-23 16:50:40+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Izandra,Gabrielino-Tongva land,173,0,1
357,57,2022-11-23 16:49:54+00:00,"#BlockchainEight donations from FTX 

Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R -NC), Darren Soto (D-FL), Josh Gottheimer (D-NJ), &amp; Ritchie Torres (D-NY). 

Coinbase has also contributed to members of the Blockchain Eight.https://t.co/J2k0m9Qgb0",_FoggyDew,"California, USA",4,3,1
358,58,2022-11-23 16:47:32+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",ItsCarlosSoto,San Antonio/Corpus Christi,26,0,0
359,59,2022-11-23 16:44:12+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",therealpatkane,"Ohio, USA",68,0,0
360,60,2022-11-23 16:39:48+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",kristiwelshies,,173,0,1
361,61,2022-11-23 16:37:55+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",BostonSister,Boston-ish,173,0,1
362,62,2022-11-23 16:36:02+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",woc4bernie3,,68,0,0
363,63,2022-11-23 16:34:56+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",BukiWilliams,NYC. via London,173,0,1
364,64,2022-11-23 16:27:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",karen_elder,"New Mexico, USA",173,0,1
365,65,2022-11-23 16:25:24+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",jeffemera,"New York, NY",173,0,1
366,66,2022-11-23 16:21:44+00:00,People tryin to act like that’s Ted Budd when it’s OBVIOUSLY Wiley Nickel https://t.co/ovfGj0POef,PingreestanME,NC ➡️ Maine ,1,8,1
367,67,2022-11-23 16:18:45+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",NCPolitics2020,The good roads state,26,0,0
368,68,2022-11-23 16:12:55+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",TechmemeChatter,"San Francisco, CA",68,0,0
369,69,2022-11-23 16:12:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",TechmemeChatter,"San Francisco, CA",173,0,1
370,70,2022-11-23 15:49:49+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",ntorok4,"McKeesport, PA",26,0,0
371,71,2022-11-23 15:49:44+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",DrewSav,"Fayetteville, NC",26,0,0
372,72,2022-11-23 15:49:09+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",OregonMapGuy,"Carbondale, IL",26,0,0
373,73,2022-11-23 15:40:53+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",chrishulan,"Ottawa, Ontario, Canada",173,0,1
